,lyricid,lyricinfo,length
908,"Pandas(Index=923, LYRICS=""fill my head with, your nonsense, you can breathe my breath, till i turn red, close your eyes, try to follow me, if you close your eyes, you can become me, you can park your shoes, on my front step, then gently walk barefoot, through my sunken chest, i'll shade my eyes from, the burning sun, but feel confident, 'cause we're as bold, as love. and laughter, wake me up when, the day is late, so i can watch the sunset, and go back to bed, and dream so real, a fantastic stage, psychodramatic means to, uncertain ends, i'll scare you blind with, my confidence, as cool as jesus, and his twelve best friends, the reason we can, do these things is that, the earth has told, of an outrageous spring. remembered, we'll meet for breakfast, in the sun room, the feeling in my soul, as sweet as good perfume, leave your sex, at the door. come in, there's ecstasy for all, no need to leave your name, pirouettes, we will make in game, on the ceiling, movies of our lives will play, the reason we can, do these thngs is that, our minds are clouded, and we can't see, straight, maybe i've playedv my part, but it's a players, art, me and my friends, we were just living. playing, i've heard the sound, that silence makes, and i realize the world, can break, from the inside out, or outside in, on a breath of wind"")","psychodramatic, ecstasy, wake",1
909,"Pandas(Index=924, LYRICS=""in light of my present mess, in light of my mental weather's turn, in light of all the crash and burn, i'll open my mind as wide as ever, the lie behind the lesson, the soul in the open well, it might have been fate, it might have been fortune, it might have been wine and a mellow head, i'm finding my way, finding the words, one body breaking, someone come and rise up, rise like the sun, if i am no one, somebody save me, someone come and rise up, pride doesn't own me now, but know that at times life kinda hurts, and know that i will live and learn, so more than survive, i will endeavour, the mind behind the message, alone on an ocean swell, it might have been grace, it might have gorgeous, it might have been why i've settled in, i'm finding my way, finding the words, one body breaking, someone come and rise up, rise like the sun, if i am no one, somebody save me, someone come and rise up, rise and show, a helpless man, a held out hand, defining images that flow through my hope's, surrender, the broken moments and pointing fingers, the closing of open minds, i might have been delayed, i might have been delirious, i might have been otherwise, taking hammer blows like an animal, for others, so heavy was my weight, i'm finding my way, finding the words, one body breaking, someone come and rise up, rise like the sun, you'll find the world, somebody save me, someone come and rise up, i'm finding my way, finding the words, one body breaking, someone come and rise up, rise like the sun, if i am no one, somebody save me, someone come and rise up, rise and show, show us, something"")","soul, words, survive",1
910,"Pandas(Index=925, LYRICS=""one night i fell, rolled over, caught some good air home, above a deep, ferocious hillside, hell and malfunction, we know, need, feel, want, we'll grow it in our mind's sun, to all feed someone, save all from their mountains, save all from their drowning, save all from their endless nights, their suicides, so then i sink, in slow motion, can't hold my breath long, in water's deep aloha half-smile, it's swim or be sunken, and know there's no one to get me out, from under, so help me someone, save all from their mountains, save all from their drowning, save all from their endless nights, their suicides, save all from their mountains, save all from their drowning, save all from their restless nights, their suicides, a no-win in no light, in no pain, it ain't right, make that strap tight, take my air away, make my chest ache, i will stay awake, i will think of love, think of truth, think of why i never really said enough, i never won, i never showed enough, i fucking never had a run and it's too late now, one night in hell, i strolled outside, a breath of sweet air, cold, in bare, wet feet, i know i've woken, it's got to mean something, save all from their mountains, save all from their drowning, save all from their sadness, save all from their ranting, save all from their silence, save all from their grounding, save all from their endless nights, their suicides"")","drowning, suicides, sunken",1
911,"Pandas(Index=926, LYRICS=""inside of a moment shines the wet unbelievable, beside every problem there's a rat under siege, and broken with all the right drugs, in time, in depth, in present tense, i'm cold and awful, yes i know, uptight, intent on making sense, we are who we are, instead of a motion there's a rest unachievable, because in a cold wind there's a laugh underneath, unspoken in all the right tongues, in time, in depth, in present tense, i'm cold and awful, yes i know, uptight intent on making sense, we are who we are, in mind and breath, in my own head, i'm so unpopular, i know, in life and death, and second chance, we are who we are, and half along, were slaughtered in song, when left alone, we were unsafe, when all is done, to be honestly numb, is all i can be lying here, awake, a mild psychosis holds my hand underneath it all, a kind of ferocious old regret on its knees, and groping for just the right gun"")","psychosis, numb, uptight",1
912,"Pandas(Index=927, LYRICS=""hey alright, that killer's overpaid, i never liked avenging angels, how good are they?, that killer's got it made, who's got the stones?, who's gonna be the goat?, who's gonna find the love in danger, then let it go?, i know you can't crawl, i know you'll rise above it all, you'll find a way to get out from under, cuz you're a cannibal, you found that wall, and hit it like a wrecking ball, i feel the pain, i feel like a hunter, and you're the animal, ram on, be gone, stay low, be good, be great, love, gimme all your love, i'm juicy like a cold wind, ain't that enough?"")","killer, goat, angels",1
913,"Pandas(Index=928, LYRICS=""in time i'll find why everyone out there, in the painted sun, has already found their root.they've found home, and i'm tired of beating every drum, for old friends that never come, went looking for them once.and found none, i'm so unwound, and i know in my own way, i'm breaking down without screaming out loud, i'm facing up and reaching out, in the end i'll come around so shut your mouth, cuz i can't stand or yell out. tell everyone i'm numb, here lies the former undisturbed, a bit high and a candle burns, it's goin all south.it's all gone, a red face that hides in nervous hands, once a better friend than an enemy, will i make another run.or am i done, someday i'll line up everyone out there, in a late day sun, for one deep and final breath."")","run, enemy, end",1
914,"Pandas(Index=929, LYRICS=""two ripe for solar, tender rust, too unfortunate to wake up, not a problem, don't blame us, in the warm of daylight's cunt, in the black hole of cream and sunbeds, in the break of a strong fast, in the opened heart of awareness there is us, she said how we get there doesn't matter, it's all how you breathe.and stay kind, and that i'm an enlightened bear, though a scavenger through with scavenging, in a moment i'll lose my mind, in an hour i'll lose my substance, in my prime years i might unwind, on my deathbed i'll think of us as good on earth, my yarrow, my aloe and my changing needs, smooth isn't effortless, soon doesn't wallow, in a poet's hands awakened, she's a moderate sexual artist, in a snowblind we are a fire, in the headlights we are a rabbit, in our downtime we're always on, in the dawn of time we were right there giving birth, a new lemon, two apples and the dream, of us all, entangled in the wet girl, her island unto myself, entangled like a left turn, when you lean on somebody else, we'll need the wise and fortunate to help out, just so you know, we'll need the fire and effect of everything, we tell to ourselves, underneath the red ringing bell, wondering who has been here before and fell, underheath our vanity's high hope tight rope glow, so no-one knows we've become one, the most we can offer is awe and a well, of intention, what is saved isn't lost here, underneath the red ringing bell, wondering who has been here before and fell"")","poet, solar, scavenging",1
915,"Pandas(Index=930, LYRICS=""then i woke, seven whole days gone, the sunrise is perfect, taking aim, changing colours while it burns, it made my stomach turn, it made me quite unsure, a lesser diamond on a road with no horizon, then it comes.i'm stardust, when a day hasn't been torture let me know, i'll find a way up, celebrate, then wake up, on the ground, i may define disturbed, a mental village burned, connect to silence, say a prayer, let go of the rope, then let it come, now i'm done and i know, because it hurts in all ways, in other words i am a passenger, a dream that's over, i'll let your wild ocean, hold my light while you're quite broken.it's alright, i'll let the emotion roll my eyes, if not i apologize, now i'm done, for once in my life i hurt, a slow train has overturned, and i am a passenger, a dream that's over"")","wake, dream, passenger",1
916,"Pandas(Index=931, LYRICS=""here in the down and low, a mean tussle in new mexico, ain't fightin' for much i know, you rise, some rights.you roll, so long san bernadino, you were no friend of mine, here's one for your tight young guns, and one north for the ride, i'm outta love, so tired and wearin' out, i'm outta love, slow goin' down, a fighter failing, for every dope i know, there's a mother load of good intention, i'm outta love, i might head for home, where highway 7 ends.man down, man, i could have killed someone, hello ontario, from blackwater out to mountain grove, a rumble in every town, the meat does shake the hounds, your sweet canadian women always blowin' my mind, they hunt in the autumn time, oh my my, they'll eat your heart alive, i'm outta love, so tired and wearin' out, i'm outta love, slow goin' down, a fighter failing, i'm every broken hope, i'm another dope, the devil's engine, i'm outta love, i might head for home, where highway 7 ends.man down, man, i could have killed someone, for all that i've done, for all that i've said, lord knows i was a travelling man, i could have killed someone, with my mind at rest, yeah, my dream is dead, to fade, to wholly hear the head bell, to break and know that it's the right time, to wave and go, my light is kinda low, all heartbreak and bones, and now i chat with shadows in this ghost of a town, i ain't got the fight, it's alright, smoked all my herb and drank all my wine, had a lay, a good time, i'm alright. where highway 7 ends.man down, man i could have killed someone, for all that i've done and all that i've said, lord knows i was a travelling man, i could have killed someone"")","fightin, highway, ride",1
917,"Pandas(Index=932, LYRICS=""great, another broken surrender and so long, another slow arriving train has let me down, led me on, the light comes slow, so one of us may rise and grow, no undertow to think about, i know that some of us may find that road. a way alone, say you like your lot, we love you when it rains, like a lot of voices loud they get you down, they lie and they bore us, they won't let us go or let us in, and then it ends, same as always, with lions in my bed, and riots in my head, i surround it like a lover, break your heart and bless them souls. cause we got the love that loves you more, hey, the swollen sunrise is lovely, almost done, a lake's hold, the mountainside fire wine county life, so like a home, the light has shown, the one of us will come to know. they're not alone, hey, it's not enough to wait for better days, not enough, the love and drugs are what i blame, defined and divorced it, your summer wind blows it. yet again, go hard, go heavy and no less aloud, i give you my breath and know, i give you my every hope, so don't let me down"")","surrender, undertow, lovely",1
918,"Pandas(Index=933, LYRICS='huoneeseen astuu tuo saalistaja, lumoaa kauneudellaan, tuijottaa ujot silmat nurkasta, niihin ei vilkaisekaan, uinuvat haaveet taas yo herattaa, ehka han aamuksi jaa, han poistuu varmoin askelin, yohon hamaraan jo haviaa, taas yksin niin kuin ennenkin, ei muuta jaa kuin pimeaa, hohtavat on hampaat saalistajan, hymyssaan lampo ei nay, uhrinsa valmiin han vie mukanaan, vuoteelle kylmalle kay, uinuvat vaistot taas yo herattaa, ehka han aamuksi jaa, han poistuu varmoin askelin, yohon hamaraan jo haviaa, taas yksin niin kuin ennenkin, ei muuta jaa kuin pimeaa, kerran valon naki, nyt han pitaa unelmastaan lujaa kiinni, irti paasta ei, vuodet vaihtuu, ihmisetkin unohtuu, vaan saalistaja sielun pitaa, paasta ei, han poistuu varmoin askelin, yohon hamaraan jo haviaa, taas yksin niin kuin ennenkin, ei muuta jaa kuin pimeaa')","aamuksi, haviaa, hamaraan",1
919,"Pandas(Index=934, LYRICS='ei yhdessa ei erikseen, en tieda mita kanssas teen, me vanhat virheet toistetaan, me nauhat loppuun kelataan, ja aina samaan palataan, scarlett jaa pihaan katsomaan, kun rhett pois lahtee vaunuillaan, ja ajaa yksin taivaanrannan taa, scarlett jaa pihaan katsomaan, vain tuuli liikkuu hiuksissaan, se kuiskaa sa et koskaan hanta saa""')","katsomaan, kanssas, toistetaan",1
920,"Pandas(Index=935, LYRICS='mun vuodet vahenee, ne ilmaan ohenee, kuin savu taivaaseen, mun jalkeeni ei jaa, kai mitaan kestavaa, pois kaikki haviaa, ma hiekkalinnan teen, se vaipuu paikoilleen, ei kesta huomiseen, on turha rakentaa, polkua jatkuvaa, jos kaikki katoaa, enta jos elaman ikuinen virta, katkeaa kuin lahonnut silta, enta jos eksyn matkalla laivaan, voinko ma rakentaa tuhkasta taivaan?, ainoa varma on vain tama hetki, heikolla jaalla kay sieluni retki, anteeksi luoja, rauhaasi vaivaan, voinko ma rakentaa tuhkasta taivaani?, sa saastat lippaaseen, rahat kaytat korkoineen, kai taloon kiviseen, vaan miksi uskot niin, jos sulle pedattiin, vain sanky sammaliin, enta jos elaman ikuinen virta, katkeaa kuin lahonnut silta, enta jos eksyn matkalla laivaan, voinko ma rakentaa tuhkasta taivaan?, ainoa varma on vain tama hetki, heikolla jaalla kay sieluni retki, anteeksi luoja, rauhaasi vaivaan, voinko ma rakentaa tuhkasta taivaani?')","tuhkasta, jatkuvaa, kestavaa",1
921,"Pandas(Index=936, LYRICS='minne varit meilta haalistui?, minne kauniit muistot hautautui?, sanat alkoi tehda vankilaa, rakkaus hiljaa kuolemaa, valehtelen, jos vaitan, olevani hanen, vain hanta varten, valehtelen, kun puhun, siksi olen useimmiten hiljaa, viela yhden kerran hymyilen, kai taa on ilta viimeinen, lampo haihtuu ilta-aurinkoon, kaannyn pois ja yksin tiella oon, valehtelen, jos vaitan, olevani hanen, vain hanta varten, valehtelen, kun puhun, siksi olen useimmiten hiljaa')","haalistui, hanta, siksi",1
922,"Pandas(Index=937, LYRICS='hei nyt me tehdaan talo sellainen, josta pois sa paase et milloinkaan, ainiaan, siella pysyt ainiaan, hei tehdaan ulos aita sellainen, jonka yli paase et milloinkaan, ainiaan, siella pysyt ainiaan, silla ihmismieli muuttuu, ei pysy paikallaan, aina jotain puuttuu, se tahtoo tanssimaan, pysy paikallasi hiljaa, silloin kaunis oot, lasienkeli, pida suusi kiinni, silla koskaan totta eivat ole sanasi, sinun lapi naan kun suunnittelet, kuinka avaat siipesi, siksi vahdin, ettei lentoon paase enaa lasienkeli, hei beibi ala mene kaupunkiin, paha viettelee sinut kuitenkin, helpompaa, on se nain helpompaa, hei beibi ala liiku iltaisin, pimeys saa paasi sekaisin, helpompaa on se nain helpompaa, silla ihmismieli muuttuu, ei pysy paikallaan, aina jotain puuttuu, se tahtoo tanssimaan, pysy paikallasi hiljaa, silloin kaunis oot, lasienkeli, pida suusi kiinni, silla koskaan totta eivat ole sanasi, sinun lapi naan kun suunnittelet, kuinka avaat siipesi, siksi vahdin, ettei lentoon paase enaa lasienkeli')","paikallasi, paikallaan, paasi",1
923,"Pandas(Index=938, LYRICS='siella on taivas lahella, on sinne hyva kavella, kadonneen lapsen matkoiltaan, voikukkakruunu hiuksissaan, vain siella varjot vaalenee, ne taipuu tanssiin hiljaiseen, ne eivat syyta sormillaan, mun antaa olla mita vaan, vihreisiin oksiin kurkotan, auringonkehraa katsomaan, kun onnen kartanolla, paivat jatkuu ikuiseen, siella tahdon aina olla, sinne paasta taalta uudelleen, oon kolkot korvet kiertanyt, ja tieta sinne etsinyt, eksynyt illan hamaraan, poltettuun maahan pimeaan, vain siella varjot vaalenee, ne taipuu tanssiin hiljaiseen, kun onnen kartanolla, paivat jatkuu ikuiseen, siella tahdon aina olla, sinne paasta taalta uudelleen')","taalta, kiertanyt, tanssiin",1
924,"Pandas(Index=939, LYRICS='ma katson liekkiin kynttilan, ja kasiani lammitan, kun sita tuijottamaan jaan, sun kasvot edessani naan, sa et mua enaa surra saa')","kasiani, tuijottamaan, jaan",1
925,"Pandas(Index=940, LYRICS='kirkkaita varivaloja, raitoja sateenkaaresta, rantoja jossain kaukana, haaveita varastettuja, ei niita koskaan omaksi saa, edenin linnut oksalla, ne laulaa paratiisista, kun niiden aanta kuuntelee, niin kaiken tahtoo itselleen, ja tietaa ettei omaksi saa, ja meita virta vie niin nopeasti, siihen huukkuu moni lapsi, ei kukaan katta anna, jos siivet eivat kanna, virtaan vajoaa, aivan kuin lapsen sadussa, jossa on toinen maailma, kaunis ja kultaa hohtava, se sarkyy kosketuksesta, jos voisin lentaa sinne loytaisin varmaan, voisinpa lentaa, kaiken loytaisin varmaan, ja meita virta vie niin nopeasti, siihen huukkuu moni lapsi, ei kukaan katta anna, jos siivet eivat kanna, virtaan vajoaa, lauluja paratiisista')","voisinpa, varastettuja, omaksi",1
926,"Pandas(Index=941, LYRICS='yo peittelee maan hersoon pimeaan, yo peittelee, kun en saa unta, yo hyrailee hiljaa saveltaan, yo hyrailee, kun en saa unta, ma joskus jaan muistoihin lepaamaan, ja luulen todellisuus on vain unta, ja joskus jaan jaiseen ikavaan, ja toivon kaikki ois vain pahaa unta, pimeaan, pimeaan taas jaan, toisen mukaan han lahti, ma luulin, uskoa en voinut, kun kuulin, meren aallot kultaani hiljaa yossa tuudittaa, julma olla voi meren lehto, tuudittaa kuin tuonelan kehto, minne sielut aaltojen takaa tuuli kuljettaa?, ei eiliseen saa jaada pidempaan, on aika viimein kaikki taakse jattaa, ma silti jaan jaiseen ikavaan, kai aika muistot viimeinkin havittaa, pimeaan, pimeaan taas jaan, toisen mukaan han lahti, ma luulin, uskoa en voinut, kun kuulin, meren aallot kultaani hiljaa yossa tuudittaa, julma olla voi meren lehto, tuudittaa kuin tuonelan kehto, minne sielut aaltojen takaa tuuli kuljettaa?, mene jo, ala jaa!, lenna pois pimeaan!')","jattaa, ikavaan, pimeaan",1
927,"Pandas(Index=942, LYRICS='askel askeleelta vaikeempaa, taakse olis jattaa unohtaa, juuren sai jos toisen upottaa, ei irti paase milloinkaan, olen aina sun oma, vaik tulee paivia, joina en valita, ja kun on polkumme kova, ma en havia, ma en havia, jos antaa niin ei saa, ottaa pois, muuten julma maailmamme ois, toivon sais jos toisen rakentaa, ei irti paase milloinkaan, olen aina sun oma, vaik tulee paivia, joina en valita, ja kun on polkumme kova, ma en havia, ma en havia, ikuisesti sun oma, vaik tulee hetkia, kun sua en kasita, ja kun on maailma kova, ma en havia, ma en havia, jos vastaus elamassa ei aukee et nyt ja tassa, sa voit luottaa kun et ohjaa ja joku muu johdattaa, aina sun oma, ma en havia, ma en havia, olen aina sun oma, vaik tulee paivia, joina en valita, ja kun on polkumme kova, ma en havia, ma en havia, ikuisesti sun oma, ja kun on maailma kova, ma en havia, ma en havia')","jattaa, paivia, ottaa",1
928,"Pandas(Index=943, LYRICS='muistan sen kuin eilisen, kun ma luulin jalkees en, muita mieti milloinkaan, taivas taynna purppuraa, ei tiennyt kumpikaan, et varinsa voi kadottaa, maalari, sieluni, kaytinko vaarin?, enaa nirvanaan en paase, oo onko olemassa laake, varit taivaan palauttaisi, en jaksa, harmaata, muistan sen kuin eilisen, huomasin ma enaan en, tunne samaa kipinaa, minne tuli katoaa, vaik raapii tikkujaan, ei syty vaikka puhaltaa, maalari, sieluni, kaytinko vaarin?, enaa nirvanaan en paase, oo onko olemassa laake, varit taivaan palauttaisi, en jaksa, harmaata, harmaata, entisen tahdon takas saada, tummaan purppuraan, viela sukeltaa, syvaan vihreaan, jaada lepaamaan, suudella sateenkaaren alla, kuin ennen, kuin ennen, enaa nirvanaan en paase, onko oolemassa laake, varit taivaan palauttaisi, en jaksaa, harmaata, harmaata, harmaata, harmaata')","nirvanaan, muistan, purppuraan",1
929,"Pandas(Index=944, LYRICS='hiekkaa kenganpohjissa, tallon kohti talvea, illan sanaikava, paiva pelkastaan tyhja, yot kesan sai mun mielen sekaisin, sekosin, ja palasiin, ma hajosin, jai sydan wieniin paa pariisiin, muistanut, en kotiin koskaan kirjoittaa, oon tuuliajolla, oon tuuliajolla, kasvot vieraan kaupungin, liian monta rakastin, vanhat kujat napolin, vaihtui valo cannesin, yot kesan sai mun mielen sekaisin, sekosin, ja palasiin, ma hajosin, jai sydan wieniin paa pariisiin, muistanut, en kotiin koskaan kirjoittaa, oon tuuliajolla, oon tuuliajolla, palasiin, ma hajosin, jai sydan wieniin paa pariisiin, palasiin, ma hajosin, ja palasiin, ma hajosin, jai sydan wieniin paa pariisiin, muistanut, en kotiin koskaan kirjoittaa, oon tuuliajolla, oon tuuliajolla')","hajosin, sekosin, kaupungin",1
930,"Pandas(Index=945, LYRICS='onko olemassa, oikeaa ja vaaraa?, hullut jakamassa, armoa ja, paivien maaraa, onko kaikki harhaa, minne totuus haviaa?, kultaan kuun, piiloutuu, puiden varjoista kuiskaan, mielen taa, katoaa, hiljaisuudessa loistaa, onko kaikki samaa, vain vuodet vaihtuu, kansa palvoo rahaa, minne hyvyys haihtuu, kultaan kuun, piiloutuu, puiden varjoista kuiskaan, mielen taa, katoaa, hiljaisuudessa loistaa, puihin ala katoa, jarviin ala vajoa, ala katoa, ala vajoa, pysy mukana, kultaan kuun, piiloutuu, puiden varjoista kuiskaan, mielen taa, katoaa, hiljaisuudessa loistaa')","katoa, haviaa, hiljaisuudessa",1
931,"Pandas(Index=946, LYRICS='maasta on tullut, maaksi palaan, jos joudun sua ennen maatumaan, heita mut hiekkaan tai vie mereen, viimeisen toiveen ilmoille teen, tuule tuuli nayta minne, kapeat vedet virtaa, kapeat vedet kohtaavatko jalleen, luojaa, tuule tuuli nayta minne, yksinaiset polut johtaa, yksinaiset polut kohtaavatko pellon, laidalla, jos saan jaan reunalle oottamaan, ilman sua en tahdo matkustaa, reitin voin ennalta varmistaa, tuule tuuli nayta minne, kapeat vedet virtaa, kapeat vedet kohtaavatko jarven, luona, tuule tuuli nayta minne, yksinaiset polut johtaa, yksinaiset polut kohtaavatko pellon, laidalla, tuule tuuli nayta minne, kapeat vedet virtaa, kapeat vedet kohtaavatko jarven, luojaa, tuule tuuli nayta minne, yksinaiset polut johtaa, yksinaiset polut kohtaavatko pellon, laidalla')","johtaa, tuuli, kohtaavatko",1
932,"Pandas(Index=947, LYRICS='kerroit nyt maailma loppuu, kerroit nyt maailma loppuu, rukoilit ruoskimaan koska, astuit ansaan, pelkasit pahuuteen tottuu, mietin oot seonnut paasta, mietin oot seonnut paasta, etko naa maailma, taalla kaikki mokaa, mammutti, heraa jo jaasta, hei luovuta, mennyt jo meni, ei virheita, takaisin saa, hei luovuta, jo liian moni, katumusta kantaa, huohotit hullujen kielta, vuosia vatvoisit viela, se on vain kemiaa keho meita huijaa, mut mieli voi ilosi vieda, hei luovuta, mennyt jo meni, ei virheita, takaisin saa, hei luovuta, jo liian moni, katumusta kantaa, hei luovuta, mennyt jo meni, ei virheita, takaisin saa, hei luovuta, jo liian moni, katumusta kantaa kaunaa, kukaan ei voi voittaa joka, jauhaa vanhaa, paastin itseni vapaaksi, luulin sua helpottais sietaa, luulin sua helpottais sietaa, totuutta et voinut sietaa, haivyit et tahtonut tietaa')","vapaaksi, huijaa, kemiaa",1
933,"Pandas(Index=948, LYRICS='oon noussut kuudelta, kastellut kukkia, kuunnellut kuorsausta, aamuyontunteina, pieniin paloihin katkeytyy, ihmisen onnen syy, hiljaa mieli pysyy, eika karkaa, pieniin paloihin katkeytyy, ihmisen onnen syy, hiljaa mieli pysyy, eika karkaa, naan kasvot nukkuvan, paperiin raapustan, hei maailman kultaisin, tuun pian takaisin, pieniin sanoihin katkeytyy, ihmisen onnen syy, ne sisalla pysyy, eika karkaa, pieniin sanoihin katkeytyy, ihmisen onnen syy, ne sisalla pysyy, eika karkaa')","kultaisin, pieniin, kuunnellut",1
934,"Pandas(Index=949, LYRICS=""sekunteja, laskin sekunteja, milloin ovi aukee, ja oot taas mun vankina, jos nain ihossa, jalkia uusia, silmat kiinni sangyssa, ma mietin toisen nimea, vaikka ma tiesin, mikaan ei oo kauniimpaa, kuin kaatuu maahan, nauraa tunteja, jokainen luo onnensa, ala kanna, ala kanna pelkoa, ikuisuutta, nyt lasken ikuisuutta, meil' on tuhat vuotta, ja koko hullu maailma, jos jalat vie, sa et saa hidastaa, hei, ei se siita kulu, jos sul on sydan kunnossa, ma kylla tiedan mikaan ei oo kauniimpaa, kuin kaatuu maahan, nauraa tunteja, jokainen luo onnensa, ala kanna, ala kanna pelkoa, saat mun yohon palvoo taivasta, jokainen luo taakkansa, ala kanna, ala kanna pelkoa, aah, aah, aah, aah, aah, aah, kaatuu maahan, palvoo taivasta, jokainen luo onnensa, ala kanna pelkoa"")","sekunteja, taakkansa, kauniimpaa",1
935,"Pandas(Index=950, LYRICS=""fire the cannons to starboard side, we'll take their ship and we'll sink them fast, take everything that your heart desires, we'll never die, all hands on deck men this is it. so bring the blood and shoot to kill, cause it's a pirates life for me!, so raise up the flag, no chance for surrender tonight. pirates life for me!, these seven sea's we've turned them black, with the blood from our hearts. we've come to fight, we'll take your life!, sail into the setting sun, the chase is on. we have her in our sights, in our sights!, we'll take everything, we'll kill everyone, yo ho, pirates life for me"")","pirates, sail, ship",1
936,"Pandas(Index=951, LYRICS=""come out of hiding, show us your face. don't be afraid of what they'll say, just close your eyes it'll all be ok. the damage they've caused, is it worth it all?, worth it all, what's taken away is the price they pay. for goodness sake let it fade away. let go of the past, that tore you apart. embrace this chance for a brand new start. we weren't meant to be one of them, but to live life, love and give. they can't fool us anymore. we're far too clever. we'll leave them with their regrets. to feel the pain, that's what they get, we're even now!, let's walk away, come out of hiding, show us your face. don't be afraid of what they'll say, just close your eyes it'll all be ok. the damage they've caused, is it worth it all?, this is what real life tastes like. so open your eyes and dive right in. you know you've never seen a love like this. buried inside where i can't see. through these bars my future lies. you love this life, but not through my eyes. where i can't see, our time is up, no not that!, we'll leave them with their regrets. to feel the pain, that's what they get, we're even now!, let's walk away. don't close your eyes, it will all pass you by."")","regrets, damage, pain",1
937,"Pandas(Index=952, LYRICS="", they say that every day is a struggle and it takes time, but do they, do they have a clue?, how do i, do i tell the truth from a lie now?, they're trying to say hello, it's goodbye tomorrow, just put a little weed in the bowl. and you'll be all right!, you'll be all right!, just think if things were perfect, would it be worth it if even act all, so don't act like you can't take it, you were meant to be greatness, you can run to the stars, i know how easy, it is to give up, but don't let people to hold you down!, and i know sometimes it'll amaze you, don't let it fade you, just hold your ground!, they say, they say hmmm, they say, they say hmmm, they say, they say hmmm, oh, oh!, why do we trust those we don't know, there's no need to hide, you know what's inside!, what do we hear when it's love to spare, why don't we understand, that the only way to grow is sweet love!, just think if things were perfect, would it be worth it if even act all, so don't act like you can't take it, you were meant to be greatness, you can run to the stars, i know how easy, it is to give up, but don't let people to hold you down!, and i know sometimes it'll amaze you, don't let it fade you, just hold your ground!"")","grow, weed, trust",1
938,"Pandas(Index=953, LYRICS=""won't you shadow dance for me?, play it off and tell me how it feels, let's try something different, brand new, oh that, right there, don't move, i wish i could tip you for all of your time, yeah, yeah, girl when you, teasing me, pleasing me, guaranteed, you know that i love it when you, dance for me, flashing me, all for free, that's the way i like it baby, it's what you do, me and you should rendezvous, somewhere we can meet in private, your debut, time to shoot, now's your cue, so, won't you shadow dance for me?, play it off and tell me how it feels, if i could freeze the hands of time, i would stay right here with you, right by my side, that'd be nice, the night is young, your taste is sweet, lay with me until we find, just what we need, what we need, tell me that you love me, babe, tell me that you love me, girl, tell me if you love me, baby, do you really love me, baby?, do you really love it, girl?,"")","dance, teasing, rendezvous",1
939,"Pandas(Index=954, LYRICS=""yeah, been waitin' all day for your honey, standin' up when you're talkin' to me, been drinkin' whiskey i don't know what i'm sayin', but goddman i feel free, i feel like i'm out my mind, i'm high, don't dare touch the downsize, i see each day go by go by, while we praise no lie, no lies, never would have have thought life would end up like this, sound so close the things the naked eye might miss, my mind it wanders, i find that it's harder, to realize, what the fuck it is what were doing on this earth, it's a curse, excuse you mr. can i get some info, i'm just an ignorant mind, i heard that ignorance is bliss, excuse you mr. can i get some info, you look pretty wise, i'm just an ignorant mind, ignorance is bliss, it is what it is"")","ignorance, ignorant, mind",1
940,"Pandas(Index=955, LYRICS=""we can conquer the world, just you and me no one else, tell me if thats cool, what chu wanna do, ahh ohhh, guns drawn in an all black car, bustin at all the lames, who got something to say about us, we can rob this world blind, and maybe next time, they'll think twice, before they try fuckin with us, just imagine what it be like be like, if you and me ruled everything, would it be, or would it be cool, can you imagine what it be like be like, if you and me ruled everything, would it be, or would it be cool, if we would conquer the world, would you be down to roll with me, like partners in crime, til the end of time, guns drawn in an all black car, bustin at all the lames, who got something to say about us, we can rob this world blind, and maybe next time, they'll think twice, before they try fuckin with us, just imagine what it be like be like, if you and me ruled everything, would it be, or would it be cool, can you imagine what it be like be like, if you and me ruled everything, would it be, or would it be cool"")","imagine, conquer, ruled",1
941,"Pandas(Index=956, LYRICS=""can't give up on love, no time to waste more time, no time to waste more time, hold on to the feeling, move to higher times, move to higher times, can't give up on love, i can't, i can't, i can't give up on love, higher times, higher times, higher times, higher times, times, times, times, can't give up on love, no time to waste more time, hold on to the feeling, yeah, hold on to the feeling, move to higher times, move to higher times, move to higher times, move to higher times, move to higher times, just don't don't give up on love, can't give up on love, i want you to feel good, just like you know you should, i want you to feel good, just like you know you should, i want you to feel good, just like you know you should, i want you to feel good, just like you know you should, i want you to feel good, just like you know you should, i want you to feel good, just like you know you should, i want you to feel good, just like you know you should, i want you to feel good, just like you know you should, i want you to feel good, just like you know you should, i want you to feel good, just like you know you should, i want you to feel good, just like you know you should, i want you to feel good, just like you know you should, i want you to feel good"")","love, feel, feeling",1
