,lyricid,lyricinfo,length
1405,"Pandas(Index=1405, LYRICS=""the best part of my life since you've been gone, is to sing as loud as i want in the car, i'm turnin' it up without you, it's the best part, it's the best part, take as long a shower as i want, take my time to put my make-up on, live my life without you, it's the best part, it's the best part, you made it easier to let you go, you made it to say, thanks for nothing, thanks for giving my life back, thanks for showing me what i don't need, thank you that's a wrap, thanks for leaving, now i'm gonna cel-o-brate, cause my nights are free, and i can be, with anyone i like, thanks goodbye, the best part of my life since you've been gone, is waking up in someone else's arms, and feeling beautiful. it's the best part, it's the best part, my game is stronger than it's ever been, turning heads whenever i walk in, if you could see me now, it's the best part, it's the best part, you made it easier to let you go, you made it to say, thanks for nothing, thanks for giving my life back, thanks for showing me what i don't need, thank you that's a wrap, thanks for leaving, now i'm gonna cel-o-brate, cause my nights are free, and i can be, with anyone i like, thanks goodbye, if you hadn't been so cold, then i'd never be this hot, and i never felt so good. i'm just saying thanks a lot, thanks for giving my life back, thanks for showing me what i don't need, thank you that's a wrap, thanks for leaving, now i'm gonna cel-o-brate, cause my nights are free, and i can be, with anyone i like, thanks for nothing, thanks for giving my life back, thanks for showing me what i don't need, thank you that's a wrap, thanks for leaving, now i'm gonna cel-o-brate, cause my nights are free, and i can be, with anyone i like, thanks goodbye"")",goodbye,1
1406,"Pandas(Index=1406, LYRICS=""where are my rock stars?, where are my pop stars?, where are my gangsters?, where are my hipsters?, we are the rockstars, we are the pop stars, we are the gangsters, we are the hipsters, woah, woah, woah, we're losin' all control, woah, woah, woah, yeah, don't need anymore, i ain't the girly star, you know we're gonna, you know we're gonna, party like we're rockstars, shake it like we're porn stars, give it like an all-star, we're the kind they tell your moms about, boys should be terrified, we're as good as they come, so maybe you do, and maybe you don't, so maybe you will, and maybe you won't, we use the right words, to do the wrong things, an' if we use the right words, will make your body swing, we're getting' down, down, down, down, we're getting' down, down, down, down, woah, woah, woah, we're losin' all control, woah, woah, woah, yeah, don't need anymore, i ain't the girly star, you know we're gonna, you know we're gonna, party like we're rockstars, shake it like we're porn stars, give it like an all-star, we're the kind they tell your moms about, boys should be terrified, we're as good as they come, you know we're gonna, you know we're gonna, party like we're rockstars, shake it like we're porn stars, give it like an all-star, we're the kind they tell your moms about, boys should be terrified, we're as good as they come, hey, hey, let's keep the party going, hey, hey, the party is the motive, hey, hey, that's the reputation, hey, hey, let's go, hey, hey, let's go, you know we're gonna, you know we're gonna, party like we're rockstars, shake it like we're porn stars, give it like an all-star, we're the kind they tell your moms about, boys should be terrified, we're as good as they come, where are my rock stars?, where are my pop stars?, where are my gangsters?, where are my hipsters?, we are the rockstars, we are the pop stars, we are the gangsters, we are the hipsters"")",rockstar,1
1407,"Pandas(Index=1407, LYRICS=""i had to go through what i had to go through, to walk through the jungle, to get where i'm going, with my bare hands, yeah, i had to wrestle, the lions the tigers, yeah, this is my story, there's no easy way out, you just gotta run the miles, there's no easy way out, you just gotta figure it out, living my life, with no regrets, not looking back on yesterday-ay-ay, you've gotta fight 'till there's nothing left, to get the right, the right, to celebrate, celebrate, celebrate, celebrate, you gotta fight for your right to celebrate, before a flower can grow any powers, rain has to pour down like april showers, i built this tower, you won't knock it down now, i built this foundation straight from the ground up, there's no easy way out, you just gotta run the miles, there's no easy way out, you just gotta figure it out, living my life, with no regrets, not looking back on yesterday-ay-ay, you've gotta fight 'till there's nothing left, to get the right, the right, to celebrate, celebrate, celebrate, celebrate, you gotta fight for your right to celebrate, this is your, this is my, this is our destiny, i am me, you are you, we equal victory, la-la, la-la-la-la, la-la-la, la-la-la, la-la, la-la-la-la, la-la-la, la-la-la, this is your, this is my, this is our destiny, i am me, you are you, we equal victory, la-la, la-la-la-la, this is our destiny, la-la, la-la-la-la, we equal victory, living my life, with no regrets, not looking back on yesterday-ay-ay, you've gotta fight 'till there's nothing left, to get the right, the right, to celebrate, celebrate, celebrate, celebrate, you gotta fight for your right to celebrate, celebrate, celebrate, celebrate, you gotta fight for your right to celebrate, ay-ay-ay, ay-ay-ay, ay-ay-ay, ay-ay-ay"")",fight,1
1408,"Pandas(Index=1408, LYRICS=""when the blue sky looks better grey, when the night feels better than day, when the words are better unsaid, when you're living, but you're dead, if thou shalt confess your love to me, are you sure i'm really what you want?, if thou hast eyes to see, breaking me down is hard, i dare you to charge my heart, don't have mercy, leave your mark on my heart, i dare you to charge my heart, if this is real, i'll take another scar on my heart, charge!, ole, ole, ole, ole, ole, ole, ole, ole, oh, charge!, ole, ole, ole, ole, ole, ole, ole, ole, oh, charge!, like the cowboys and indians, somebody's destined to get hurt, i've learnt to shoot my weapon first, i'm prepared for the worst, if thou shalt confess your love to me, are you sure i'm really what you want?, if thou hast eyes to see, breaking me down is hard, i dare you to charge my heart, don't have mercy, leave your mark on my heart, i dare you to charge my heart, if this is real, i'll take another scar on my heart, charge!, ole, ole, ole, ole, ole, ole, ole, ole, oh, charge!, ole, ole, ole, ole, ole, ole, ole, ole, oh, charge!, i fall flat on my feet every time i let my walls come down, yeah, like a wild horse stampede i miss that rush, i'm so numb from being untouched, touched, touched, touched, touched, should i trust to give my trust?, trust, trust, trust, trust, i dare you to charge my heart, don't have mercy, leave your mark on my heart, i dare you to charge my heart, if this is real, i'll take another scar on my heart, charge!, ole, ole, ole, ole, ole, ole, ole, ole, oh, charge!, ole, ole, ole, ole, ole, ole, ole, ole, oh, charge!, thou shall confess, your love to me"")",thou,1
1409,"Pandas(Index=1409, LYRICS=""i was ridin' my bike on 43rd street, past the station and, there's one person without a seat, got my sunnies 'cause the sun just, keeps on lookin' right through me, ain't nobody gonna stop me, baby can't you see, don't go, girls and boys should be together, don't go, girls and boys can rule the world, don't go, boys and boys should be together, don't go, girls and girls can rule the world, i've got jumbo polka-dotted trousers, with the empty pockets, it's funny to me that the two of us, could fit in one pair, kings and queens on magazines, that have me on the cover, but none of that compares to, just one night alone with you, and what you do, don't go, girls and boys should be together, don't go, girls and boys can rule the world, don't go, boys and boys should be together, don't go, girls and girls can rule the world, i was just ridin' my bike on 43rd street, past the station and there's, one person without a seat, you got me wishin' i was just a little, squirrel at your window, got me whistlin' a song, i thought i never could like, just for you, don't go, girls and boys should be together, don't go, girls and boys can rule the world, don't go, boys and boys should be together, don't go, girls and girls can rule the world, boys and boys should be together, don't go, girls and girls can rule the world"")",song,1
1410,"Pandas(Index=1410, LYRICS=""come on, i've been walking, i've been running, to the place where the traffic goes, i've been trying, i've been flying, down the highway of highs and lows, and no one knows where their heart lies, and i can't read all the street signs, and i feel seasons turning again, if you walk away, i'll be right behind, if you lose yourself, i will throw the line, with the books i've read, and this heart of mine, i will look ahead to the other side, if you see me on the subway, you can ask me which way to go, i'll pretend to know the answer, try to hide that it's all for show, and time can move but it can't move me, so much to prove in the city, and i can feel the sunlight burning, listen, if you walk away, i'll be right behind, if you lose yourself, i will throw the line, with the books i've read, and this heart of mine, i will look ahead to the other side, and every time the clock strikes six, the camera clicks and you gotta do it, oh, so you do it, and smile. smile. yea-oh. if you walk away, i'll be right behind, if you lose yourself, i will throw the line, with the books i've read, and this heart of mine, i will look ahead to the other side, walk away, yeah, oooooohhhh"")",walk,1
1411,"Pandas(Index=1411, LYRICS=""three strikes, we tried, now i'm in better hands, i know this may sound impolite, but i'm in better hands, knew i had to let it be, losing your identity, you became the shadow, thought i'd make you understand, drop a boy, got a man, dude had to hit the road, this has become so uncool fast, guess we weren't built to last, three strikes, we tried, now i'm in better hands, i know this may sound impolite, but i'm in better hands, his hands, this love, fits like a glove, three strikes, we tried, you know i'm in better hands, got over your nicotine, habits and your skinny jeans, how they're always tighter than mine, you get under my skin, when you take me out for din, i paid the bill every time, this has become so uncool fast, guess we weren't built to last, three strikes, we tried, now i'm in better hands, i know this may sound impolite, but i'm in better hands, his hands, this love, fits like a glove, three strikes, we tried, you know i'm in better hands, every night i lay beside you, knew there was more for me, me, found someone who's nothing like you, hands fit perfectly, ly, every night i lay beside you, knew there was more for me, me, found someone who's nothing like you, hands fit perfectly, ly, no, three strikes, we tried, now i'm in better hands, i know this may sound impolite, but i'm in better hands, his hands, this love, fits like a glove, three strikes, we tried, you know i'm in better hands, three strikes, we tried, now i'm in better hands, i know this may sound impolite, but i'm in better hands, his hands, this love, fits like a glove, three strikes, we tried, you know i'm in better hands, i'm in better hands, i'm in better hands, i'm in better hands, i'm in better hands"")",strike,1
1412,"Pandas(Index=1412, LYRICS=""i gave it all just for you, and you needed help for what you threw, and you think that you would remember, paved your way, when you thought, you only remembered how to use me, one day, girls, oh, right in the kissah, one day, girls, oh, right in the kissah, you blocked reality when you were here, and now you're gone and it's so much clear, when the girls walked by, you love me you would say, you hook up, you get caught, i'm in denial so i forgave you, one day, girls, oh, right in the kissah, one day, girls, oh, right in the kissah, all i wanna know, is what i've done to you, you think that i'm confused, and i'll just run to you, whatever, whatever, i'll be fine, back to you, one day, girls, oh, right in the kissah, one day, girls, oh, right in the kissah, now that you're gone, i finally see, my friends were right, you were wrong for me, you never controlled me, i gave you the control, this song's for you, i want you to know, i'll be fine, if you get what you deserve, one day, girls, oh, right in the kissah, one day, girls, oh, right in the kissah, one day, girls, oh, right in the kissah, one day, girls, oh, right in the kissah"")",kissah,1
1413,"Pandas(Index=1413, LYRICS=""your face is all i ever see on this crowded street, like no one's watching you don't care to act a fool with me, you made me dance in public trippin' on my own two feet, just like a drum my heart is jumping like a trampoline, no where to wash away my worries like the angry sea, having a good old time never been on the edge of my seat, it's raining lava got me sweating i can feel the heat, the fires ragging no telling what's bout to come for me, if i die tonight at least i left a legacy, if i die tonight at least i left a legacy, if the lights go out i'm forever in your memory, if i die tonight at least i left a legacy, it's true the eyes are the windows of a person's soul, it's like i'm staring in the mirror when i look at you, i turn the heavens down if the devil came for you, i'd rather go through hell or high waters, yeah it's true, if i die tonight at least i left a legacy, if i die tonight at least i left a legacy, if the lights go out i'm forever in your memory, if i die tonight at least i left a legacy, your face is all i ever see on this crowded street, like no one's watching you don't care to act a fool with me, you made me dance in public trippin' on my own two feet, just like a drum my heart is jumping like a trampoline. if i die tonight at least i left a legacy, if i die tonight at least i left a legacy, if the lights go out i'm forever in your memory, if i die tonight at least i left a legacy, if i die tonight at least i left a legacy"")",legacy,1
1414,"Pandas(Index=1414, LYRICS=""i've never been the type to walk away from fun, i had a dream, i had a dream like everyone, i've seen your smoke and mirrors and dirty smoking guns, it makes me wanna run away into the sun, into the sun, into the sun, save my soul, save my soul, save my soul from la, save my soul, save my soul, save my soul from la, woo, ooh, woo, ooh, i snapped some photographs and threw them to the sea, palm trees and party cups all filled with misery, my love is candy red and breaking constantly, my heart is scared to death, yeah, of the california dream, california dream, california's dream, save my soul, save my soul, save my soul from la, save my soul, save my soul, save my soul from la, woo, ooh, woo, ooh, save me from la, save me from la, save my soul, save my soul, save my soul from la, no, i don't wanna lose my mind, but if i stay here, i will die, i've seen god on hollywood and vine, money passes me everytime, save my soul, save my soul, save my soul from la, save my soul, save my soul, take me far away, save my soul, save my soul, save my soul from la, save my soul, save my soul, save my soul from la, save me from la, save me from la, save my soul, save my soul, save my soul from la, woo, ooh, woo, ooh, woo, ooh, save me from la, save me from la"")",soul,1
1415,"Pandas(Index=1415, LYRICS=""there's a part of me, that wants to be like her, perfect skin, long legs and blonde hair, she's so popular, it magnifies your worst fear, but she's just living in her fake world, that's too hard to bare, she's got tons of angst, to leek into your teenage minds, but she's a beauty queen, with liner dripping from her eyes, her tears keep burning holes, into her sick abusive lies, all the poison tears, and rips away at her, you're a troubled girl just like me, there's no need to hide your insecurities, i can see, i can see right through you, i can see, i can see the truth, her high schools full of guys, that hang around, and want a date, stand straight, shoulders back, oh she's so full of hate, lifts her skirt, pulls his hair, that's why she's always late, but still you around, like you're some kind of f****ing saint, you're a troubled girl just like me, there's no need to hide your insecurities, there's a part of me, that wants to be like her, perfect skin, long legs and blond hair,"")",insecurity,1
1416,"Pandas(Index=1416, LYRICS='there\'s a change i\'d like to see, i\'m so fed up of apathy, of giving up, of what the fuck""')",apathy,1
1417,"Pandas(Index=1417, LYRICS='la vida me enseno a no buscarte, pero se te hace facil encontrarme, sin querer se prendio el fuego que calento los cuerpos, pero nos quemo a los dos, nos hicimos mucho dano, no te quedes sola, sola, sola, mejor de mi te enamoras, no esta demas, perdona por decirte que sin mi te ira mal, es que si de mi te enamoras, ya no lloraras mas, empezamo\' en el acto, los cuerpos ya tuvieron contacto, yo se lo que estas pensando, dime donde y cuando, la noche me la paso llamando, llego donde te estes quedando, me dices mas rapido y pido otra botella, porque tu ya estas en las estrellas, hoy luces tan bella, mi mala se volvio mi doncella, siente como los cuerpos se estrellan, no te quedes sola, sola, sola, mejor de mi te enamoras, no esta demas, perdona por decirte que sin mi te ira mal, es que si de mi te enamoras, ya no lloraras mas, y si no lloras mas, tu vida seria diferente ma\', olvida ya el sufrimiento ma\', solamente hagamo\' el intento ma\', seria perfecto ma\', que a pesar de todo volver a besar, parte por parte todo tu cuerpo ma\', solamente hagamo\' el intento ma\', la vida me enseno a no buscarte, pero se te hace facil encontrarme, sin querer se prendio el fuego que calento los cuerpos, pero nos quemo a los dos, nos hicimos mucho dano, no te quedes sola, sola, sola, mejor de mi te enamoras, no esta demas, perdona por decirte que sin mi te ira mal, es que si de mi te enamoras, ya no lloraras mas, yeah, dice, dice, feid asi como suena morena, un poco de carinom mami, lelo y jazzy los hitmen""')",siente,1
1418,"Pandas(Index=1418, LYRICS=""uh, no-no-no, ey, yeah, i-i-i-icon, como siempre, yeah, nuevamente tu cuerpo se activa, estas teniendo pensamientos, no hay prisa, para matarte en la cama, ma', que tengo para ti una alternativa, yeah, ven a ponerte atrevida, para matarte en la cama, tranquila, ma', cierra los ojos voy a devorarte, solo a ti na' ma', yo te voy a ayudar, pa' que en la cama, yo sea el unico que vaya a matarte, no te arrepentiras, yo te voy a ayudar, te ayudare a conocer todo tu cuerpo, lentamente voy a disfrutar el momento, no te pongas mala, no perdamos el tiempo, dejame pegarme lento, baby, asi, ah, como te gusta a ti, yeah, y hazmelo asi, como te gusta a ti, tranquila, ma', cierra los ojos voy a devorarte, baby, a ti na' ma', yo te voy a ayudar, pa' que en la cama, yo sea el unico que vaya a matarte, no te arrepentiras, yo te voy a ayudar, toda la noche haciendolo, te gusta repetirme frases, pero en verdad no te disfraces, yeah, oh-no, toda la noche haciendolo, te gusta repetirme frases, pero en verdad no te disfraces, yeah, oh-no, nueva-nuevamente tu cuerpo se activa, estas teniendo pensamientos, no hay prisa, para matarte en la cama, ma', que tengo para ti una alternativa, yeah, ven a ponerte atrevida, para matarte en la cama, tranquila, ma', cierra los ojos voy a devorarte, solo a ti na' ma', yo te voy a ayudar, pa' que en la cama, yo sea el unico que vaya a matarte, no te arrepentiras, yo te voy a ayudar, dice, dice, jory boy, feid, feid, como siempre, tranquila, baby, asi como suena, esto es pa' ti, mami, con to' el carino, mami, ey, el de la j, baby, i-i-i-icon, jowan on the beat, mo-mosty, rolo, ey, yeah, dare to', ey, yo', young boss, y asi como suena, jx,"")",una,1
1419,"Pandas(Index=1419, LYRICS=""don't forget your mind, rudeboyz, yo', yo', te busco en los contactos de mi celular, se que ya no tienes tiempo para dialogar, pero estoy cerca y acabo de llegar, enviame una foto pa' poder recordar, no existe alguien que, se quede en mi mente, como tu lo haces, nadie como tu lo hace, no existe alguien que, se quede en mi mente, como tu lo haces, nadie como tu lo hace, no existe nadie que se quede como tu te quedas, y si te queda' es porque quieres quedarte mi nena, tu tienes mi numero, no hay pero, verte rapido es lo unico que yo espero, me pongo nervioso cuando llegas al lobby, tu sabes que eres mi favorita y mi gobbie, me he ausentado mucho tiempo, i'm sorry, aprovecha el tiempo nena y don't worry, no existe alguien que, se quede en mi mente, como tu lo haces, nadie como tu lo hace, no existe alguien que, se quede en mi mente, como tu lo haces, nadie como tu lo hace, siempre estas presente en mi mente y es ridiculo, que los momentos que pasemos sean efimeros, me encanta cuando empiezas a decir que no, si los dos sabemos que tu no sabes decir que no, me pongo nervioso cuando llegas al lobby, tu sabes que eres mi favorita y mi gobbie, me he ausentado mucho tiempo, i'm sorry, aprovecha el tiempo nena y don't worry, te busco en los contactos de mi celular, se que ya no tienes tiempo para dialogar, pero estoy cerca y acabo de llegar, enviame una foto pa' poder recordar, no existe alguien que, se quede en mi mente, como tu lo haces, nadie como tu lo hace, no existe alguien que, se quede en mi mente, como tu lo haces, nadie como tu lo hace, dice, dice, yeah, feid, como siempre, y asi como suena, kevin adg, chan el genio, the rudeboyz, rudeboyz, mo-mo-mosty, ma', kenai, ye-yeah, ye-yeah, como siempre, asi como suena"")",cuando,1
1420,"Pandas(Index=1420, LYRICS=""yeah, yeah, mami, no se, me dijeron por ahi que tu me quieres a mi, pero no te veo, que quieres mas, que lo quieres repetir, lo que yo te hice sentir, pero estamo' lejos, baby, eso depende de ti, de que quieras venir, yo no te creo, si tu quiere' yo te pongo mala,?que pasa?, mandame una foto para empezar, tirame un mensaje y me calientas, tocate que quiero que te vengas esta noche pa' casa, haz otra locura y me la muestras, vamos a bajar la bellaquera, ah, tocate que quiero que te vengas esta noche pa' casa, no quiero problema' contigo, yo quiero verte, aunque estemo' lejos las ganas son mas fuertes, tu me busca' a mi porque yo puedo complacerte, no se si es el kripy, pero quiero verte desnuda, y ya quiero de ti, que te pegues y me digas que ya vas a venir, pa' mi casa, pa' verme, porque ya quiero de ti, que te pegues y me digas que ya vas a venirte, mandame una foto para empezar, tirame un mensaje y me calientas, tocate que quiero que te vengas esta noche pa' casa, haz otra locura y me la muestras, vamos a bajar la bellaquera, ah, tocate que quiero que te vengas esta noche pa' casa, shawty, hoy yo no quiero excusa', de la' que usa', las jordan 1 le combinan con la blusa, sirve otro trago, que no se vaya la musa, 'ta sin vaquero' y abusa, mami, no se, me dijeron por ahi que tu me quieres a mi, pero no te veo, que quieres mas, que lo quieres repetir, lo que yo te hice sentir, pero estamo' lejos, baby, eso depende de ti, de que quieras venir, yo no te creo, si tu quiere' yo te pongo mala,?que pasa?, mandame una foto para empezar, tirame un mensaje y me calientas, tocate que quiero que te vengas esta noche pa' casa, haz otra locura y me la muestras, vamos a bajar la bellaquera, ah, tocate que quiero que te vengas esta noche pa' casa"")",quieras,1
1421,"Pandas(Index=1421, LYRICS='mami hoy tu amanece en mi casa, haciendo lo que a ti te encanta, acercate y no tomes distancia, es que nos gusta estar en trampa, eso que tu tienes me encanta, ponme esa carita de santa, acercate y no tomes distancia, es que nos gusta estar en trampa, sube el volumen que nadie va esta en casa, de conejita te disfrazas, hoy tu contra mi, dale avanza, si estas cansada descansa, se que te gustara, que te obligue a portarte mal, se que te gustara, que te obligue a portarte mal, mami hoy tu amanece en mi casa, haciendo lo que a ti te encanta, acercate y no tomes distancia, es que nos gusta estar en trampa, eso que tu tienes me encanta, ponme esa carita de santa, acercate y no tomes distancia, es que nos gusta estar en trampa')",encanta,1
1422,"Pandas(Index=1422, LYRICS='nena tengo una enfermedad de ti, que no se me tiene mal, nos conocimos en cartagena, y tus amigas me dijeron, que tu relacion esta mala, y por eso me llamas, cuando me necesites con mi shawty, que yo paso a darte un besito a ti, siempre estoy bellaco con tu body, y vendo tus fotos thinking naughty, cuando me necesites con mi shawty, que yo paso a darte un besito a ti, siempre estoy bellaco con tu body, y vendo tus fotos thinking naughty, y cuando tu, te pegues y apagues la luz, senti que era un deja vu, no le bajes a la actitud, y cuando tu, te pegues y apagues la luz, senti que era un deja vu, no le bajes a la actitud, yeeeh, mami yo te quiero pero para mi, si tu estas sola pues yo le llego, estaba buscandola, dime si, para llevarte y no decir hasta luego, dulcecita como baileys, tan bonita la quiero llevar, invitarte para otro lugar, y besarte hasta que no pueda respirar, yeeeh, nena tengo una enfermedad de ti, que no se me tiene mal, nos conocimos en cartagena, y tus amigas me dijeron, que tu relacion esta mala, y por eso me llamas, cuando me necesites con mi shawty, que yo paso a darte un besito a ti, siempre estoy bellaco con tu body, y vendo tus fotos thinking naughty, cuando me necesites con mi shawty, que yo paso a darte un besito a ti, siempre estoy bellaco con tu body, y vendo tus fotos thinking naughty, y cuando tu, y cuando tu, senti que era un deja vu')",relacion,1
1423,"Pandas(Index=1423, LYRICS="", que-quero namorar, quero namorar, yeah, oh, ja passaram varios dias, nem sabia se tu vinha, sete chamadas perdidas, mil mensagens com meu nome, longe do que eu esperava, longe do que eu pretendia, com o tempo eu me lembrava, e voce me perseguia, e assim tua voz me leva, pra onde voce quer, e assim tua voz me leva, deixa que essa noite, se torne especial, mesmo que fique tarde, amor, nao faz mal, te quero bem mais perto, te quero namorar, mesmo que fique tarde, mesmo se eu te deixar, oh, oh, oh, oh, oh, pare en el gas station, para que me mandara' tu location, le di like a lo que tu subiste, la carita con emoji bien triste, porque te fuiste, yeah, te queda cabron ese piquete, esta buscando chavo pero no billete, uy, contigo me pongo el grillete, si tu estas dura ma, de' los 17, jugando en play, fumando weed, no he podido olvidarme como yo te di, siempre me he dao' la bendicion pa' verte por ahi,?a quien enganas si to' lo que te han hecho wanna be?, yeah, shorty, que bonita te ves, te hago lo que vamos a usar, pero si lo guardas, no se lo que pueda pasar, e assim tua voz me leva, pra onde voce quer, e assim tua voz me leva, yeah, deja que esta noche se vuelva especial, busca en la gaveta, tengo algo pa' enrolar, siempre que te encuentro, no sabes como actuar, se esta acabando el tiempo, y la nota se va, deixa que essa noite, se torne especial, mesmo que fique tarde, amor, nao faz mal, te quero bem mais perto, te quero namorar, mesmo que fique tarde, mesmo se eu te deixar, yeah, oh, yeah, quero namorar, quero namorar, yeah"")",quero,1
1424,"Pandas(Index=1424, LYRICS=""mano arriba, que yo se que ningun pirobo te controla, tu camina' como que anda' sola y que dejaste la coca-cola, eso se ve, no ere' la misma de antes, 'tas que brilla' sin diamantes, que esta noche se trate de ti, dime donde estabas, estabas tan perdida, extranaba tus besos y tu piel,?que era de tu vida?, esta madrugada quiero hacerte mia, extranaba tus besos y tu piel,?que era de tu vida?, some bad wine, toda la semana pa' tomarno' los wine', llamate a una amiga para ver la que hay, vernos en miami y terminar en un party, pa' ver tu body, some bad wine, toda la semana pa' tomarno' los wine', llamate a una amiga para ver la que hay, vernos en miami y terminar en un party, pa' ver tu body, hace tiempo que no hablamos, desde que yo perdi tu whatsapp, estas tan rica y diferente, dime, baby, que te paso, te pusiste tan ricota y te hiciste completa, el culo y la lipo, y las teta', tanto asi, que yo quiero la combi' completa, dime lo que vamo' a hacer despue' de la discoteca, ya mismo prendemo' el blunt, la hookah y to' los podere', dame un besito 'e lengua, ma', yo se que tu quiere', pero eso e' pa' que lo sienta' y arune' las parede', si tu quiere', hacemo' un live y paralizamo' las rede', tu eres un chuleria en pote, dime si nos vamos en el bote, y nos comemo' en el camarote, tu sabe' que andamo' flow bichote, some bad wine, toda la semana pa' tomarno' los wine', llamate a una amiga para ver la que hay, vernos en miami y terminar en un party, pa' ver tu body, some bad wine, toda la semana pa' tomarno' los wine', llamate a una amiga para ver la que hay, vernos en miami y terminar en un party, pa' ver tu body, hoy-hoy es, hoy es noche de travesura, de soltera te ves mas dura, despachan al ex y ahora quieren hookah, que digan que eres una po-, pu-puneta, andas con dos phillie', la combi completa, un escote pa' que te vean las te-, 'tamos un poco algarete, el alfa, some bad wine, llego el animal, me vo'a comer ese, no he visto una shorty con el booty de tu size, montate en el lambo', dime si tu quiere' un ride, way, -ay, no te cotice', dime que te hice, yo 'toy claro que tu quiere' que te pise, te pongo la lengua en el cuello pa' que te erice', cuando quiera venirte, tu me dice',?viste?, vamo' pa' santo domingo, yo 'toy bacano, 'toy lindo, 'tamos rulay desde el viernes y terminamo' el domingo, millone' por aqui, millone' por alla, mami,?tu te queda' o te va'?, dime donde estabas, estabas tan perdida, extranaba tus besos y tu piel,?que era de tu vida?, esta madrugada quiero hacerte mia, extranaba tus besos y tu piel,?que era de tu vida?, some bad wine, toda la semana pa' tomarno' los wine', llamate a una amiga para ver la que hay, vernos en miami y terminar en un party, pa' ver tu body, some bad wine, toda la semana pa' tomarno' los wine', llamate a una amiga para ver la que hay, vernos en miami y terminar en un party, pa' ver tu body, farru', feid, lenny tavarez, el alfa, asi como suena, eh, (some bad; pa' ver tu body;, some bad wine; some-some), some badwine, some badwine, p.r. colombia, r.d. ya tu chabe',"")",diferente,1
1425,"Pandas(Index=1425, LYRICS=""mano arriba, que yo se, que ningun pirobo te controla, tu camina' como que anda' sola, y que dejaste la coca-cola, eso se ve, no ere' la misma de antes, 'tas que brilla' sin diamantes, que esta noche se trate de ti, dime donde estabas, estabas tan perdida, extranaba tus besos y tu piel,?que era de tu vida?, esta madrugada quiero hacerte mia, extranaba tus besos y tu piel,?que era de tu vida?, some bad wine, toda la semana pa' tomarno' los wine', llamate a una amiga para ver la que hay, vernos en miami y terminar en un party, pa' ver tu body, some bad wine, toda la semana pa' tomarno' los wine', llamate a una amiga para ver la que hay, vernos en miami y terminar en un party, pa' ver tu body, hoy es noche de travesura, de soltera te ves ma' dura, despachan al ex y ahora quieren hookah, que digan que eres una po-, pu-puneta, andas con dos phillie', la combi completa, un escote pa' que te vean las te-, 'tamo un poco algarete, dime donde estabas, estabas tan perdida, extranaba tus besos y tu piel,?que era de tu vida?, esta madrugada quiero hacerte mia, extranaba tus besos y tu piel,?que era de tu vida?, some bad wine, toda la semana pa' tomarno' los wine', llamate a una amiga para ver la que hay, vernos en miami y terminar en un party, pa' ver tu body, some bad wine, toda la semana pa' tomarno' los wine', llamate a una amiga para ver la que hay, vernos en miami y terminar en un party, pa' ver tu body, asi como suena,"")",como,1
1426,"Pandas(Index=1426, LYRICS=""pasemos la trama, saltemos directo a la cama, dejemono' el drama, que estamos pa' hacer cosas malas, disculpa si sueno atrevido, eh, pero me gusta lo prohibido, que solo dios sea el testigo, de lo que tu hagas conmigo, te pido-, besame, besame, besame la boca, quitate, y quitate, y quitate la ropa, y nos pasamos de copas, para subirnos la nota, besame, besame, besame la boca, quitate, y quitate, y quitate la ropa, y nos pasamos de copas, para subirnos la nota, besame, besame, besame la boca, quitate, y quitate, y quitate la ropa, besame, besame, besame la boca, quitate, y quitate, y quitate la ropa, yo quiero que la ropa te quites, no te limites, duro pa' que al oido me grites, bailame, y no te quedes con las ganas, que no se que puede pasar manana, que hay tanto que dicen por ahi, que no soy para ti, pero se que conmigo vas a venir, aunque no soy un santo, le molesta que tenga mi encanto, pero me quiere desde que no canto, todo comenzo con un par de miradas, de las que se cruzan, pero no se dicen nada, se que tu situacion te tiene cansada, tenia una relacion y se fue separada, y ahora sabes bien que tu me perteneces, aunque te haya dicho que no quiero que regreses, dejalo al bobo ese, que te quiero personal, no para darte a veces, besame, besame, besame la boca, quitate, y quitate, y quitate la ropa, y nos pasamos de copas, para subirnos la nota, besame, besame, besame la boca, quitate, y quitate, y quitate la ropa, y nos pasamos de copas, para subirnos la nota, besame, besame, besame la boca, quitate, y quitate, y quitate la ropa, besame, besame, besame la boca, quitate, y quitate, y quitate la ropa, oro joven, ey, yeah, cristian kriz, golden team, yeah-, yeh, yeah, asi como suena, gian varela, yeh, ecko, yeah-eh-eh, yeh, yeah"")",boca,1
